sentence-t5-base,gte-base-en-v1.5,bge-base-en-v1.5,instructor-base,e5-base,sup-simcse-bert-base-uncased,all-mpnet-base-v2,UAE-Large-V1
0.7935,0.385,0.4668,0.864,0.734,0.452,0.1677,0.429
0.7886,0.3362,0.4165,0.8154,0.706,0.5073,0.11615,0.4985
0.7764,0.4758,0.564,0.8457,0.7446,0.591,0.1265,0.926
0.7954,0.39,0.5923,0.8433,0.713,0.636,0.125,0.4548
0.8296,0.427,0.6104,0.803,0.818,0.472,0.1855,0.4685
0.819,0.5537,0.4995,0.7935,0.7295,0.5435,0.259,0.5474
0.764,0.3806,0.4778,0.866,0.8423,0.608,0.1381,0.4922
0.8306,0.4707,0.642,0.8438,0.6665,0.623,0.1753,0.5386
0.7876,0.4072,0.4675,0.8496,0.7466,0.745,0.2491,0.5283
0.78,0.3762,0.5938,0.8164,0.726,0.4707,0.1552,0.4119
0.823,0.298,0.5894,0.8135,0.802,0.6016,0.09064,0.511
0.799,0.307,0.4702,0.849,0.7134,0.741,0.1658,0.502
0.7847,0.227,0.4685,0.8667,0.793,0.3645,0.06995,0.4966
0.8237,0.4568,0.4233,0.857,0.7373,0.493,0.0505,0.4463
0.8057,0.4536,0.4707,0.8457,0.8804,0.5645,0.2222,0.512
0.76,0.3777,0.462,0.8247,0.6895,0.4277,0.1209,0.4744
0.8237,0.5127,0.524,0.8022,0.832,0.7383,0.291,0.5186
0.7715,0.2915,0.5737,0.8374,0.751,0.4197,0.11707,0.5415
0.819,0.452,0.4888,0.864,0.7773,0.526,0.153,0.4607
0.799,0.447,0.5454,0.853,0.6904,0.5264,0.0628,0.5947
0.7817,0.3179,0.4775,0.851,0.6797,0.4995,0.1447,0.564
0.773,0.4468,0.615,0.8022,0.736,0.545,0.1799,0.4995
0.826,0.2776,0.4858,0.816,0.756,0.7393,0.1569,0.5435
0.797,0.3486,0.504,0.817,0.7173,0.737,0.0344,0.531
0.7617,0.6143,0.4954,0.854,0.7725,0.6035,0.142,0.61
0.7993,0.397,0.536,0.8223,0.758,0.5625,0.1603,0.455
0.8286,0.4429,0.6094,0.836,0.741,0.624,0.1627,0.5303
0.7964,0.3203,0.5024,0.8784,0.688,0.6597,0.183,0.5703
0.847,0.4365,0.553,0.856,0.7124,0.4514,0.1366,0.5933
0.766,0.332,0.453,0.901,0.71,0.5747,0.2429,0.561
0.8135,0.4355,0.447,0.821,0.769,0.5596,0.2227,0.4485
0.8237,0.297,0.49,0.8687,0.732,0.7603,0.1567,0.501
0.7734,0.6074,0.4812,0.827,0.776,0.489,0.1641,0.536
0.7803,0.4219,0.6157,0.8184,0.711,0.6113,0.1758,0.491
0.793,0.3708,0.5225,0.8325,0.7803,0.5796,0.2223,0.524
0.797,0.4426,0.5728,0.8247,0.659,0.762,0.11633,0.5747
0.8657,0.277,0.56,0.86,0.7163,0.406,0.04825,0.528
0.769,0.5654,0.4573,0.847,0.708,0.839,0.1259,0.4949
0.801,0.3738,0.6304,0.8374,0.751,0.5723,0.1737,0.505
0.8164,0.344,0.515,0.8516,0.7397,0.6704,0.1486,0.4805
0.7974,0.2666,0.415,0.875,0.7373,0.4368,0.06824,0.506
0.776,0.4534,0.4844,0.8174,0.7466,0.636,0.2986,0.482
0.821,0.3525,0.567,0.8325,0.7,0.753,0.1902,0.4097
0.777,0.559,0.542,0.808,0.7314,0.5796,0.1155,0.5415
0.791,0.3074,0.5986,0.817,0.822,0.7563,0.3125,0.53
0.7803,0.3215,0.6084,0.868,0.741,0.491,0.2017,0.4521
0.7524,0.331,0.5474,0.8555,0.6616,0.6333,0.2222,0.59
0.767,0.3374,0.5024,0.852,0.756,0.4226,0.106,0.5107
0.797,0.2698,0.4775,0.8394,0.7627,0.4956,0.2177,0.4368
0.807,0.3596,0.551,0.857,0.7397,0.733,0.1494,0.527
0.7617,0.5107,0.5024,0.807,0.726,0.3948,0.2537,0.4973
0.8,0.2883,0.6533,0.826,0.725,0.679,0.1205,0.4795
0.78,0.388,0.4844,0.795,0.79,0.6426,0.1754,0.4912
0.825,0.3071,0.5728,0.7944,0.776,0.615,0.1921,0.54
0.772,0.455,0.5186,0.855,0.718,0.64,0.4116,0.4597
0.799,0.333,0.586,0.811,0.7505,0.553,0.2429,0.4517
0.7896,0.345,0.5024,0.8945,0.733,0.4539,0.2314,0.4692
0.8115,0.5654,0.6157,0.8525,0.747,0.7007,0.2336,0.4192
0.8394,0.2439,0.5073,0.83,0.749,0.4734,0.1271,0.572
0.7964,0.3948,0.5107,0.812,0.7173,0.5107,0.169,0.5513
0.7905,0.3667,0.533,0.823,0.7144,0.516,0.1606,0.4534
0.785,0.386,0.3843,0.827,0.725,0.707,0.2405,0.532
0.798,0.3745,0.612,0.8037,0.767,0.4998,0.256,0.3667
0.7905,0.4927,0.4944,0.825,0.7646,0.6787,0.2185,0.4607
0.815,0.2688,0.5244,0.824,0.7295,0.6514,0.2747,0.522
0.816,0.2751,0.579,0.846,0.718,0.4905,0.07837,0.521
0.767,0.3052,0.5444,0.828,0.7964,0.5796,0.1726,0.54
0.788,0.4612,0.4963,0.8037,0.747,0.636,0.1368,0.4927
0.8247,0.3638,0.5566,0.87,0.7144,0.581,0.04324,0.558
0.8135,0.4917,0.6016,0.8203,0.731,0.6875,0.07043,0.51
0.781,0.3147,0.4543,0.8477,0.7383,0.4048,0.1426,0.4985
0.812,0.10693,0.5464,0.8574,0.7554,0.5723,0.1567,0.5303
0.806,0.3062,0.4082,0.8354,0.715,0.7554,0.1663,0.5156
0.7725,0.3105,0.604,0.8164,0.6978,0.5405,0.1881,0.5303
0.7935,0.397,0.543,0.8555,0.8193,0.765,0.2048,0.4507
0.785,0.3135,0.6807,0.817,0.7144,0.5186,0.1315,0.5376
0.774,0.4138,0.5435,0.7983,0.7104,0.545,0.1731,0.4902
0.766,0.2803,0.514,0.849,0.795,0.686,0.1431,0.4429
0.797,0.371,0.493,0.882,0.7114,0.54,0.2622,0.549
0.7764,0.2786,0.4963,0.8096,0.752,0.702,0.1159,0.5254
0.7935,0.3628,0.5083,0.861,0.7915,0.4885,0.087,0.4321
0.8633,0.2556,0.4832,0.7964,0.771,0.546,0.10815,0.4583
0.845,0.2494,0.5576,0.8105,0.7617,0.44,0.1609,0.508
0.7876,0.2769,0.56,0.85,0.762,0.623,0.1175,0.5405
0.773,0.4263,0.5234,0.838,0.6943,0.7856,0.1997,0.493
0.775,0.382,0.6387,0.8325,0.705,0.4873,0.1967,0.4783
0.782,0.2515,0.445,0.8154,0.72,0.671,0.3115,0.477
0.8203,0.2361,0.5254,0.8325,0.8115,0.709,0.1302,0.5405
0.8345,0.403,0.6235,0.8286,0.7393,0.467,0.1948,0.547
0.751,0.2175,0.5996,0.8203,0.7285,0.6436,0.1941,0.5273
0.815,0.3127,0.514,0.842,0.722,0.8623,0.11975,0.579
0.77,0.2194,0.291,0.8135,0.7476,0.7573,0.2094,0.463
0.8022,0.3877,0.4185,0.8706,0.765,0.582,0.2257,0.461
0.793,0.2983,0.6616,0.8667,0.7217,0.578,0.1165,0.4595
0.822,0.4229,0.4695,0.843,0.7295,0.6895,0.3606,0.496
0.7886,0.2397,0.5703,0.879,0.818,0.5923,0.2314,0.4443
0.7666,0.3147,0.4407,0.8394,0.7163,0.508,0.1577,0.4836
0.7827,0.2346,0.641,0.824,0.792,0.857,0.1746,0.488
0.8145,0.3044,0.561,0.816,0.7534,0.5645,0.3962,0.4397
0.7925,0.4524,0.4587,0.883,0.77,0.4438,0.2068,0.4536
0.769,0.3499,0.4446,0.8066,0.7114,0.8374,0.08984,0.4255
0.765,0.317,0.4292,0.847,0.732,0.4978,0.2029,0.4067
0.784,0.2876,0.4812,0.857,0.6978,0.616,0.1146,0.472
0.776,0.3337,0.4736,0.8545,0.6753,0.3955,0.635,0.5244
0.8184,0.3638,0.5835,0.849,0.7275,0.4873,0.2491,0.526
0.8,0.3098,0.424,0.818,0.736,0.46,0.1566,0.5024
0.8237,0.435,0.441,0.8096,0.7354,0.565,0.1896,0.558
0.787,0.579,0.447,0.84,0.7104,0.5093,0.1543,0.624
0.7925,0.2515,0.655,0.8027,0.752,0.4658,0.1185,0.525
0.784,0.4058,0.5854,0.8135,0.734,0.649,0.35,0.5493
0.775,0.3289,0.5254,0.858,0.675,0.7607,0.2216,0.44
0.7974,0.3599,0.5527,0.8223,0.714,0.511,0.1936,0.4624
0.828,0.391,0.4585,0.8267,0.721,0.7153,0.1755,0.488
0.7725,0.4307,0.6187,0.889,0.7734,0.5947,0.1526,0.519
0.8784,0.2568,0.586,0.835,0.7188,0.5205,0.1935,0.62
0.8057,0.3667,0.4646,0.81,0.79,0.6147,0.1526,0.519
0.8086,0.3518,0.7153,0.8354,0.748,0.6187,0.1185,0.5063
0.8027,0.4546,0.563,0.8716,0.6753,0.7056,0.127,0.5547
0.8247,0.3264,0.638,0.848,0.7363,0.7256,0.1096,0.4573
0.794,0.3352,0.5034,0.8438,0.6807,0.5396,0.1633,0.4802
0.7925,0.2773,0.541,0.829,0.7383,0.5273,0.1254,0.5073
0.8135,0.261,0.4778,0.838,0.745,0.6616,0.1799,0.4966
0.7476,0.4238,0.536,0.841,0.7256,0.51,0.1406,0.546
0.82,0.27,0.5347,0.8926,0.723,0.7676,0.2125,0.512
0.7544,0.3552,0.5693,0.849,0.7056,0.4526,0.07153,0.548
0.777,0.442,0.4648,0.835,0.7437,0.46,0.11926,0.5605
0.7983,0.452,0.54,0.839,0.7246,0.42,0.19,0.4731
0.7876,0.3528,0.4644,0.8433,0.8403,0.7246,0.1952,0.4954
0.8115,0.267,0.506,0.8135,0.751,0.4983,0.1302,0.5166
0.804,0.328,0.5645,0.857,0.8237,0.4968,0.41,0.475
0.7944,0.4026,0.514,0.858,0.7256,0.7075,0.4783,0.4922
0.7686,0.3591,0.428,0.8354,0.831,0.516,0.2076,0.4824
0.779,0.2568,0.615,0.8657,0.736,0.4485,0.1638,0.4512
0.7817,0.2742,0.4954,0.8345,0.747,0.6855,0.2219,0.51
0.8335,0.4314,0.6045,0.871,0.7695,0.6245,0.2137,0.4363
0.8184,0.323,0.492,0.866,0.7803,0.4424,0.2034,0.5244
0.7637,0.3896,0.5254,0.8364,0.959,0.6133,0.2242,0.504
0.7983,0.4543,0.5522,0.821,0.756,0.496,0.1746,0.6597
0.7773,0.2451,0.4731,0.8296,0.716,0.586,0.2311,0.5103
0.73,0.6587,0.4924,0.8853,0.7256,0.8696,0.3237,0.5576
0.7886,0.3425,0.4119,0.838,0.712,0.4358,0.4817,0.5225
0.826,0.3276,0.4827,0.8657,0.7207,0.6216,0.1493,0.4817
0.8174,0.521,0.4731,0.8027,0.726,0.4504,0.0793,0.428
0.8184,0.2964,0.605,0.821,0.763,0.58,0.2338,0.488
0.805,0.494,0.4514,0.8247,0.7383,0.559,0.1698,0.474
0.841,0.2776,0.4297,0.828,0.7666,0.6235,0.1913,0.544
0.821,0.2615,0.467,0.855,0.7783,0.5806,0.1032,0.533
0.7896,0.4297,0.4646,0.8813,0.7515,0.4463,0.2236,0.4663
0.8193,0.3564,0.605,0.8535,0.7695,0.644,0.11865,0.5444
0.787,0.3857,0.4802,0.818,0.804,0.668,0.2207,0.4546
0.825,0.3552,0.4146,0.7866,0.811,0.5864,0.10693,0.546
0.837,0.3325,0.543,0.8545,0.721,0.6284,0.1464,0.451
0.8047,0.2878,0.541,0.8345,0.734,0.734,0.2194,0.483
0.7896,0.3047,0.403,0.822,0.714,0.761,0.10614,0.4783
0.801,0.294,0.4983,0.812,0.7354,0.4536,0.07886,0.5537
0.8145,0.396,0.5557,0.8574,0.753,0.449,0.1139,0.4849
0.797,0.3594,0.5073,0.852,0.7847,0.7134,0.1366,0.4602
0.789,0.4087,0.4248,0.8193,0.7476,0.5723,0.1388,0.527
0.781,0.374,0.4888,0.7964,0.749,0.4968,0.2365,0.588
0.808,0.389,0.466,0.8276,0.774,0.4438,0.2361,0.5654
0.789,0.2017,0.529,0.8135,0.75,0.6196,0.2141,0.502
0.782,0.2673,0.447,0.8486,0.8306,0.527,0.154,0.459
0.7803,0.3738,0.5527,0.8135,0.741,0.765,0.1847,0.4878
0.757,0.4465,0.531,0.8647,0.743,0.716,0.1943,0.4792
0.7886,0.4204,0.377,0.8438,0.693,0.514,0.1619,0.4707
0.831,0.2876,0.5654,0.832,0.754,0.7124,0.11487,0.579
0.8193,0.3591,0.487,0.8433,0.7725,0.5044,0.1942,0.451
0.814,0.3994,0.4963,0.8643,0.706,0.564,0.2568,0.4163
0.7983,0.3357,0.6006,0.8174,0.7314,0.6655,0.2292,0.4658
0.803,0.3206,0.4824,0.8364,0.7495,0.7646,0.2264,0.536
0.764,0.5117,0.5073,0.855,0.8247,0.5483,0.1635,0.4705
0.8354,0.5815,0.5186,0.8364,0.7026,0.5713,0.0742,0.5127
0.802,0.3965,0.5596,0.8267,0.82,0.6587,0.1848,0.483
0.7773,0.2996,0.3923,0.8174,0.6807,0.5547,0.4055,0.539
0.8325,0.4255,0.644,0.869,0.708,0.6035,0.09705,0.5566
0.8027,0.3396,0.5317,0.835,0.7124,0.601,0.1272,0.509
0.8115,0.311,0.4912,0.861,0.6665,0.384,0.1085,0.4524
0.786,0.364,0.474,0.8213,0.7373,0.397,0.0828,0.4902
0.8003,0.3196,0.5615,0.801,0.745,0.641,0.2028,0.5366
0.781,0.3484,0.4895,0.831,0.731,0.606,0.1054,0.4885
0.8027,0.2957,0.6855,0.8423,0.7695,0.5938,0.2053,0.514
0.7524,0.3757,0.4653,0.839,0.7505,0.542,0.1454,0.4805
0.848,0.401,0.615,0.835,0.7974,0.608,0.0911,0.513
0.7725,0.4492,0.4968,0.8594,0.7124,0.696,0.1989,0.5264
0.8096,0.3867,0.675,0.873,0.748,0.4592,0.1346,0.5703
0.7734,0.582,0.5825,0.837,0.7114,0.4705,0.1587,0.57
0.7837,0.3425,0.5884,0.8228,0.728,0.6025,0.1936,0.4639
0.7754,0.4326,0.5366,0.815,0.766,0.6577,0.1785,0.538
0.759,0.3267,0.6626,0.836,0.7544,0.611,0.209,0.4878
0.785,0.44,0.509,0.8613,0.734,0.562,0.1852,0.734
0.733,0.3489,0.578,0.833,0.725,0.62,0.288,0.572
0.8525,0.2416,0.594,0.8203,0.7827,0.521,0.1935,0.56
0.8086,0.4512,0.683,0.795,0.814,0.5063,0.04935,0.5225
0.839,0.3665,0.535,0.837,0.73,0.719,0.3457,0.49
0.769,0.3184,0.4758,0.8354,0.746,0.7075,0.121,0.536
0.8423,0.419,0.4956,0.8413,0.703,0.51,0.1953,0.561
0.7705,0.3425,0.4875,0.8555,0.7256,0.4563,0.1606,0.523
0.765,0.3982,0.595,0.8276,0.7515,0.617,0.1738,0.5063
0.7783,0.4346,0.4866,0.817,0.7075,0.5156,0.2401,0.412
0.81,0.5854,0.498,0.8545,0.74,0.742,0.2264,0.4763
0.752,0.5986,0.4888,0.859,0.8267,0.4646,0.1636,0.5283
0.784,0.3584,0.4612,0.8286,0.745,0.7676,0.2415,0.5396
0.8477,0.4644,0.405,0.847,0.7227,0.5474,0.2466,0.518
0.8013,0.3235,0.5264,0.8403,0.814,0.575,0.0812,0.472
0.814,0.335,0.5166,0.8154,0.746,0.6475,0.224,0.513
0.7993,0.397,0.5283,0.871,0.69,0.8276,0.1945,0.513
0.826,0.2961,0.4058,0.8716,0.738,0.4932,0.4873,0.4993
0.862,0.4353,0.4624,0.784,0.731,0.5576,0.1965,0.4146
0.834,0.4836,0.576,0.8247,0.7295,0.4885,0.1198,0.5366
0.7915,0.2837,0.588,0.849,0.7456,0.567,0.2178,0.4917
0.825,0.3896,0.4314,0.8364,0.726,0.3733,0.2035,0.4348
0.7705,0.3157,0.538,0.8423,0.7627,0.552,0.12,0.5054
0.7886,0.604,0.51,0.8193,0.707,0.5435,0.2045,0.5825
0.7983,0.3293,0.552,0.8364,0.76,0.573,0.10425,0.4739
0.8027,0.48,0.403,0.847,0.7773,0.574,0.3147,0.548
0.768,0.33,0.4854,0.855,0.7534,0.384,0.1384,0.4648
0.8,0.3213,0.6055,0.8486,0.76,0.496,0.1821,0.4897
0.7856,0.4783,0.4104,0.878,0.793,0.518,0.1511,0.4746
0.754,0.2983,0.5244,0.838,0.755,0.4495,0.1687,0.4968
0.784,0.3875,0.704,0.8164,0.7925,0.4736,0.103,0.4893
0.8228,0.298,0.5205,0.9185,0.742,0.5293,0.212,0.4832
0.7876,0.3845,0.5327,0.8286,0.724,0.4968,0.1611,0.4875
0.7573,0.4805,0.576,0.8115,0.7383,0.6587,0.172,0.4531
0.8413,0.4766,0.395,0.834,0.757,0.3967,0.234,0.4275
0.7856,0.2085,0.4485,0.852,0.716,0.7007,0.2108,0.4678
0.795,0.2495,0.5347,0.8105,0.75,0.6763,0.2386,0.6123
0.795,0.3386,0.589,0.822,0.6836,0.641,0.2827,0.4792
0.7505,0.454,0.5767,0.82,0.7134,0.5737,0.12195,0.4778
0.7886,0.2642,0.522,0.821,0.7188,0.74,0.127,0.531
0.788,0.271,0.426,0.8555,0.7485,0.7188,0.1643,0.5127
0.7964,0.4866,0.5073,0.8545,0.697,0.5195,0.1173,0.553
0.7856,0.4333,0.4253,0.879,0.7866,0.5503,0.1217,0.508
0.759,0.2605,0.568,0.838,0.7256,0.543,0.04874,0.567
0.7837,0.2751,0.5483,0.846,0.731,0.6294,0.182,0.4348
0.8,0.3157,0.4822,0.8457,0.6934,0.6245,0.11554,0.514
0.744,0.3323,0.5605,0.8193,0.6904,0.648,0.2277,0.4487
0.7876,0.3298,0.6577,0.801,0.7256,0.468,0.1312,0.49
0.796,0.3071,0.4307,0.8413,0.7026,0.467,0.1768,0.4575
0.7812,0.4285,0.5884,0.8516,0.7456,0.4,0.1637,0.54
0.8003,0.3901,0.4993,0.8423,0.7207,0.514,0.1265,0.4604
0.7446,0.3472,0.5327,0.885,0.7524,0.672,0.1735,0.5347
0.7837,0.2698,0.6914,0.855,0.7954,0.6626,0.2222,0.5215
0.7495,0.5083,0.4973,0.8013,0.7705,0.4705,0.1864,0.5415
0.7817,0.3384,0.5967,0.85,0.7446,0.5273,0.1141,0.54
0.83,0.3042,0.4773,0.84,0.7427,0.4058,0.1528,0.4404
0.7754,0.411,0.51,0.8545,0.696,0.6475,0.2296,0.555
0.806,0.2993,0.6333,0.8047,0.729,0.476,0.10803,0.5034
0.811,0.404,0.4934,0.8467,0.746,0.4421,0.2333,0.5513
0.7734,0.3206,0.488,0.876,0.7036,0.548,0.1885,0.45
0.7856,0.2698,0.554,0.8315,0.757,0.789,0.3445,0.5903
0.785,0.4104,0.629,0.841,0.7305,0.5615,0.1849,0.409
0.776,0.4138,0.631,0.872,0.743,0.6323,0.1443,0.4739
0.811,0.3496,0.543,0.8066,0.7373,0.6016,0.1409,0.4878
0.762,0.248,0.4905,0.852,0.724,0.5493,0.1362,0.4963
0.7827,0.4153,0.6313,0.7817,0.6616,0.7095,0.11096,0.4678
0.8325,0.3384,0.537,0.835,0.773,0.6367,0.171,0.6006
0.811,0.2456,0.5566,0.817,0.747,0.6733,0.2327,0.4585
0.769,0.3574,0.6387,0.831,0.7397,0.645,0.2927,0.4397
0.803,0.383,0.624,0.826,0.787,0.4604,0.4019,0.538
0.813,0.389,0.3984,0.836,0.7544,0.6094,0.1042,0.4353
0.7715,0.2837,0.4927,0.841,0.727,0.8726,0.1798,0.5522
0.812,0.3362,0.5483,0.8545,0.735,0.493,0.1536,0.58
0.7866,0.4038,0.571,0.8438,0.7886,0.5225,0.2103,0.4663
0.7866,0.3384,0.469,0.8145,0.796,0.4067,0.26,0.5454
0.7935,0.2969,0.4983,0.8745,0.7246,0.68,0.2113,0.54
0.761,0.3284,0.6016,0.8306,0.75,0.528,0.2744,0.6694
0.7725,0.4204,0.419,0.863,0.7104,0.4067,0.10205,0.4475
0.786,0.4758,0.5503,0.8447,0.7314,0.4895,0.08734,0.406
0.824,0.3691,0.661,0.8228,0.7764,0.6167,0.1458,0.5874
0.73,0.3452,0.633,0.821,0.6777,0.6953,0.2272,0.5303
0.8013,0.494,0.5835,0.8457,0.859,0.598,0.1062,0.4944
0.845,0.2108,0.475,0.8223,0.7974,0.5186,0.1693,0.463
0.8257,0.2551,0.566,0.8584,0.7456,0.612,0.0848,0.4968
0.7866,0.4807,0.601,0.866,0.7397,0.531,0.1741,0.5547
0.7427,0.3262,0.4722,0.835,0.746,0.5005,0.11566,0.59
0.7666,0.3005,0.494,0.8306,0.716,0.672,0.1897,0.578
0.7725,0.3445,0.5703,0.8706,0.7812,0.547,0.3855,0.4583
0.7935,0.3616,0.4485,0.851,0.7534,0.4187,0.3057,0.4966
0.8037,0.354,0.5747,0.81,0.722,0.4968,0.1589,0.5493
0.795,0.4702,0.533,0.834,0.7754,0.4878,0.0805,0.4775
0.799,0.277,0.518,0.835,0.709,0.724,0.2391,0.5767
0.8174,0.2815,0.662,0.838,0.719,0.4631,0.1978,0.504
0.8247,0.3962,0.558,0.845,0.746,0.6016,0.246,0.5396
0.7705,0.4216,0.4604,0.823,0.7725,0.6484,0.4512,0.481
0.8174,0.518,0.5625,0.8076,0.731,0.6562,0.1622,0.439
0.7866,0.3264,0.5273,0.8525,0.7593,0.558,0.2361,0.4631
0.8096,0.4124,0.4575,0.84,0.742,0.581,0.1556,0.518
0.8247,0.339,0.5747,0.8213,0.7515,0.528,0.2101,0.572
0.79,0.361,0.4485,0.8,0.7173,0.4783,0.575,0.4905
0.749,0.4548,0.5005,0.8545,0.7705,0.5938,0.1573,0.5093
0.812,0.3018,0.599,0.8467,0.699,0.527,0.366,0.4927
0.8438,0.4282,0.5444,0.8164,0.731,0.5083,0.1427,0.4436
0.783,0.3384,0.5312,0.8364,0.7217,0.597,0.1312,0.566
0.7837,0.2656,0.5464,0.8164,0.7,0.4722,0.1602,0.4565
0.8247,0.299,0.5083,0.85,0.7505,0.5312,0.1971,0.587
0.817,0.3303,0.6235,0.845,0.745,0.561,0.0761,0.494
0.8013,0.2834,0.575,0.862,0.84,0.5806,0.4077,0.511
0.7896,0.3833,0.4875,0.8096,0.702,0.6157,0.2261,0.5786
0.7847,0.3076,0.519,0.8174,0.6855,0.5312,0.188,0.499
0.8164,0.3909,0.61,0.817,0.754,0.848,0.1489,0.5156
0.7695,0.4475,0.4043,0.82,0.7197,0.573,0.2251,0.537
0.7686,0.6636,0.4597,0.839,0.7036,0.527,0.2798,0.5103
0.827,0.4963,0.4678,0.846,0.7427,0.9844,0.2976,0.4424
0.801,0.4338,0.395,0.837,0.745,0.789,0.087,0.528
0.783,0.4397,0.5396,0.8535,0.8286,0.478,0.1023,0.4844
0.7715,0.3665,0.4626,0.8423,0.8076,0.6294,0.1004,0.4194
0.8184,0.385,0.515,0.861,0.8037,0.4915,0.1376,0.5015
0.802,0.3198,0.6333,0.8237,0.7715,0.3118,0.295,0.529
0.803,0.1869,0.426,0.7944,0.7715,0.7725,0.2024,0.516
0.7446,0.444,0.4072,0.8115,0.7334,0.56,0.3315,0.5093
0.8184,0.3557,0.5283,0.8345,0.741,0.644,0.1659,0.4827
0.79,0.3333,0.4963,0.8354,0.737,0.509,0.254,0.505
0.809,0.4258,0.5474,0.8394,0.6953,0.622,0.1678,0.5234
0.8535,0.341,0.4585,0.817,0.758,0.4875,0.1257,0.5015
0.8135,0.312,0.5146,0.8184,0.7344,0.5625,0.3066,0.5444
0.759,0.3755,0.5464,0.823,0.788,0.5947,0.1884,0.4492
0.802,0.303,0.4941,0.8354,0.734,0.4167,0.1211,0.4949
0.7764,0.3792,0.5693,0.841,0.7173,0.5156,0.05743,0.4028
0.799,0.333,0.569,0.8813,0.7793,0.6206,0.1173,0.4485
0.8037,0.2522,0.4368,0.821,0.743,0.592,0.05508,0.4983
0.7905,0.434,0.567,0.8174,0.678,0.5034,0.1327,0.5664
0.786,0.3313,0.5146,0.848,0.75,0.5635,0.172,0.5107
0.802,0.442,0.5435,0.8374,0.746,0.607,0.1852,0.4956
0.9097,0.5938,0.527,0.8447,0.738,0.7324,0.1512,0.507
0.759,0.4092,0.515,0.8447,0.743,0.5205,0.225,0.557
0.7905,0.491,0.3977,0.818,0.726,0.59,0.1831,0.4316
0.8403,0.4404,0.6436,0.807,0.7876,0.747,0.1484,0.6353
0.8296,0.2617,0.463,0.821,0.704,0.4976,0.232,0.4443
0.827,0.2876,0.453,0.7993,0.705,0.523,0.2262,0.4763
0.817,0.2869,0.4587,0.8887,0.7437,0.576,0.465,0.5425
0.8105,0.4268,0.5386,0.853,0.771,0.3628,0.1389,0.591
0.7695,0.554,0.5376,0.81,0.7046,0.58,0.2349,0.5938
0.7583,0.344,0.577,0.8467,0.7783,0.551,0.07074,0.544
0.7856,0.357,0.4675,0.788,0.7256,0.5825,0.1403,0.4265
0.831,0.2428,0.485,0.8413,0.713,0.5703,0.1749,0.4612
0.757,0.315,0.48,0.859,0.9116,0.528,0.1719,0.4614
0.769,0.3977,0.539,0.806,0.6904,0.584,0.2129,0.537
0.823,0.5894,0.5015,0.7983,0.737,0.6953,0.4233,0.4585
0.8115,0.25,0.5054,0.87,0.7407,0.68,0.0917,0.5215
0.812,0.4497,0.492,0.8745,0.8203,0.4922,0.2053,0.5635
0.7715,0.2615,0.4075,0.8525,0.8477,0.5654,0.07776,0.5435
0.7637,0.294,0.3801,0.865,0.7656,0.586,0.3157,0.4722
0.776,0.3674,0.52,0.842,0.6807,0.5107,0.2009,0.4978
0.79,0.3835,0.5454,0.8604,0.7637,0.5317,0.2045,0.556
0.806,0.4062,0.625,0.8877,0.7305,0.5234,0.06866,0.424
0.775,0.348,0.4949,0.827,0.715,0.4783,0.2133,0.5327
0.771,0.3,0.5156,0.8667,0.727,0.4766,0.2761,0.486
0.781,0.2222,0.563,0.8203,0.7383,0.681,0.2058,0.5005
0.8584,0.2505,0.5103,0.836,0.7705,0.5522,0.1696,0.583
0.797,0.3638,0.5376,0.859,0.7354,0.6816,0.173,0.5186
0.7954,0.533,0.4934,0.8936,0.699,0.6504,0.2622,0.5005
0.788,0.4492,0.5767,0.843,0.7095,0.6006,0.4348,0.48
0.802,0.437,0.5664,0.8154,0.749,0.5225,0.217,0.5713
0.804,0.52,0.409,0.839,0.7544,0.611,0.1461,0.5405
0.8213,0.424,0.4802,0.7876,0.6733,0.663,0.2002,0.4656
0.757,0.3184,0.584,0.826,0.7563,0.553,0.2072,0.5166
0.794,0.4558,0.563,0.8267,0.7554,0.5596,0.269,0.5674
0.785,0.396,0.503,0.805,0.71,0.543,0.12415,0.4463
0.7812,0.2988,0.586,0.825,0.727,0.52,0.1605,0.544
0.831,0.4734,0.5537,0.8003,0.7256,0.734,0.1901,0.4563
0.8193,0.3596,0.538,0.8257,0.784,0.4856,0.10144,0.4368
0.843,0.3574,0.5894,0.8228,0.721,0.5044,0.1172,0.46
0.759,0.4026,0.4556,0.837,0.7266,0.6772,0.1123,0.502
0.7993,0.3962,0.4978,0.843,0.719,0.61,0.0897,0.5083
0.815,0.2852,0.5615,0.8374,0.683,0.4756,0.05844,0.4973
0.738,0.405,0.4631,0.867,0.733,0.7285,0.1465,0.465
0.8364,0.469,0.571,0.817,0.7314,0.6113,0.4495,0.4863
0.786,0.56,0.508,0.8545,0.8076,0.5967,0.3667,0.526
0.7935,0.3723,0.5483,0.8496,0.7354,0.54,0.09045,0.528
0.765,0.3384,0.5347,0.866,0.7925,0.5073,0.1521,0.4817
0.8276,0.2744,0.5503,0.8403,0.7744,0.672,0.1919,0.5054
0.8193,0.1855,0.5083,0.81,0.735,0.719,0.143,0.4822
0.7925,0.348,0.621,0.8076,0.6973,0.445,0.1586,0.537
0.788,0.2805,0.597,0.8135,0.7285,0.63,0.1584,0.4888
0.774,0.3699,0.5884,0.796,0.814,0.6113,0.11694,0.545
